"age","ID","clade"
"N7","HVAEP1-G013960","Cnidaria"
"N7","HVAEP1-G016435","Cnidaria"
"N7","HVAEP1-G028461","Cnidaria"
"N7","HVAEP1-G014763","Cnidaria"
"N7","HVAEP1-G021946","Cnidaria"
"N7","HVAEP1-G026676","Cnidaria"
"N7","HVAEP1-G024974","Cnidaria"
"N7","HVAEP1-G002036","Cnidaria"
"N7","HVAEP1-G024431","Cnidaria"
"N7","HVAEP1-G025045","Cnidaria"
"N7","HVAEP1-G013135","Cnidaria"
"N7","HVAEP1-G000095","Cnidaria"
"N7","HVAEP1-G000096","Cnidaria"
"N7","HVAEP1-G000102","Cnidaria"
"N5","HVAEP1-G003387","Cnidaria + Bilateria"
"N5","HVAEP1-G023338","Cnidaria + Bilateria"
"N5","HVAEP1-G026013","Cnidaria + Bilateria"
"N5","HVAEP1-G020177","Cnidaria + Bilateria"
"N5","HVAEP1-G023419","Cnidaria + Bilateria"
"N5","HVAEP1-G013239","Cnidaria + Bilateria"
"N5","HVAEP1-G013222","Cnidaria + Bilateria"
"N5","HVAEP1-G013221","Cnidaria + Bilateria"
"N5","HVAEP1-G013226","Cnidaria + Bilateria"
"N5","HVAEP1-G013225","Cnidaria + Bilateria"
"N5","HVAEP1-G013224","Cnidaria + Bilateria"
"N5","HVAEP1-G013223","Cnidaria + Bilateria"
"N5","HVAEP1-G023672","Cnidaria + Bilateria"
"N5","HVAEP1-G023671","Cnidaria + Bilateria"
"N5","HVAEP1-G025657","Cnidaria + Bilateria"
"N5","HVAEP1-G025655","Cnidaria + Bilateria"
"N5","HVAEP1-G024307","Cnidaria + Bilateria"
"N5","HVAEP1-G004278","Cnidaria + Bilateria"
"N5","HVAEP1-G013115","Cnidaria + Bilateria"
"N5","HVAEP1-G013095","Cnidaria + Bilateria"
"N5","HVAEP1-G013097","Cnidaria + Bilateria"
"N5","HVAEP1-G019598","Cnidaria + Bilateria"
"N5","HVAEP1-G020437","Cnidaria + Bilateria"
"N5","HVAEP1-G023203","Cnidaria + Bilateria"
"N5","HVAEP1-G020228","Cnidaria + Bilateria"
"N5","HVAEP1-G000597","Cnidaria + Bilateria"
"N5","HVAEP1-G000553","Cnidaria + Bilateria"
"N5","HVAEP1-G021205","Cnidaria + Bilateria"
"N5","HVAEP1-G015392","Cnidaria + Bilateria"
"N5","HVAEP1-G015391","Cnidaria + Bilateria"
"N5","HVAEP1-G015378","Cnidaria + Bilateria"
"N5","HVAEP1-G015379","Cnidaria + Bilateria"
"N5","HVAEP1-G011724","Cnidaria + Bilateria"
"N5","HVAEP1-G022213","Cnidaria + Bilateria"
"N5","HVAEP1-G022211","Cnidaria + Bilateria"
"N5","HVAEP1-G013280","Cnidaria + Bilateria"
"N5","HVAEP1-G025626","Cnidaria + Bilateria"
"N5","HVAEP1-G025625","Cnidaria + Bilateria"
"N5","HVAEP1-G014887","Cnidaria + Bilateria"
"N5","HVAEP1-G005398","Cnidaria + Bilateria"
"N5","HVAEP1-G015170","Cnidaria + Bilateria"
"N5","HVAEP1-G026396","Cnidaria + Bilateria"
"N5","HVAEP1-G018797","Cnidaria + Bilateria"
"N5","HVAEP1-G015712","Cnidaria + Bilateria"
"N5","HVAEP1-G019078","Cnidaria + Bilateria"
"N5","HVAEP1-G027201","Cnidaria + Bilateria"
"N5","HVAEP1-G018761","Cnidaria + Bilateria"
"N5","HVAEP1-G019920","Cnidaria + Bilateria"
"N5","HVAEP1-G019537","Cnidaria + Bilateria"
"N5","HVAEP1-G006521","Cnidaria + Bilateria"
"N5","HVAEP1-G010945","Cnidaria + Bilateria"
"N5","HVAEP1-G023080","Cnidaria + Bilateria"
"N5","HVAEP1-G013744","Cnidaria + Bilateria"
"N5","HVAEP1-G025562","Cnidaria + Bilateria"
"N5","HVAEP1-G011821","Cnidaria + Bilateria"
"N5","HVAEP1-G014394","Cnidaria + Bilateria"
"N5","HVAEP1-G016963","Cnidaria + Bilateria"
"N5","HVAEP1-G023860","Cnidaria + Bilateria"
"N5","HVAEP1-G023982","Cnidaria + Bilateria"
"N5","HVAEP1-G008900","Cnidaria + Bilateria"
"N5","HVAEP1-G008902","Cnidaria + Bilateria"
"N5","HVAEP1-G008901","Cnidaria + Bilateria"
"N5","HVAEP1-G017303","Cnidaria + Bilateria"
"N5","HVAEP1-G002130","Cnidaria + Bilateria"
"N5","HVAEP1-G007408","Cnidaria + Bilateria"
"N5","HVAEP1-G028439","Cnidaria + Bilateria"
"N5","HVAEP1-G028438","Cnidaria + Bilateria"
"N5","HVAEP1-G027389","Cnidaria + Bilateria"
"N5","HVAEP1-G028388","Cnidaria + Bilateria"
"N5","HVAEP1-G005754","Cnidaria + Bilateria"
"N5","HVAEP1-G021848","Cnidaria + Bilateria"
"N5","HVAEP1-G006667","Cnidaria + Bilateria"
"N5","HVAEP1-G016344","Cnidaria + Bilateria"
"N5","HVAEP1-G025905","Cnidaria + Bilateria"
"N5","HVAEP1-G018863","Cnidaria + Bilateria"
"N5","HVAEP1-G007738","Cnidaria + Bilateria"
"N5","HVAEP1-G001264","Cnidaria + Bilateria"
"N5","HVAEP1-G016360","Cnidaria + Bilateria"
"N5","HVAEP1-G016299","Cnidaria + Bilateria"
"N5","HVAEP1-G007136","Cnidaria + Bilateria"
"N5","HVAEP1-G005931","Cnidaria + Bilateria"
"N5","HVAEP1-G011950","Cnidaria + Bilateria"
"N5","HVAEP1-G013439","Cnidaria + Bilateria"
"N5","HVAEP1-G018962","Cnidaria + Bilateria"
"N5","HVAEP1-G000013","Cnidaria + Bilateria"
"N5","HVAEP1-G013438","Cnidaria + Bilateria"
"N5","HVAEP1-G019807","Cnidaria + Bilateria"
"N5","HVAEP1-G020637","Cnidaria + Bilateria"
"N5","HVAEP1-G006599","Cnidaria + Bilateria"
"N5","HVAEP1-G014401","Cnidaria + Bilateria"
"N5","HVAEP1-G008285","Cnidaria + Bilateria"
"N5","HVAEP1-G015162","Cnidaria + Bilateria"
"N5","HVAEP1-G005400","Cnidaria + Bilateria"
"N5","HVAEP1-G015366","Cnidaria + Bilateria"
"N5","HVAEP1-G003057","Cnidaria + Bilateria"
"N5","HVAEP1-G006710","Cnidaria + Bilateria"
"N5","HVAEP1-G015367","Cnidaria + Bilateria"
"N5","HVAEP1-G016276","Cnidaria + Bilateria"
"N5","HVAEP1-G009908","Cnidaria + Bilateria"
"N5","HVAEP1-G015365","Cnidaria + Bilateria"
"N5","HVAEP1-G012947","Cnidaria + Bilateria"
"N5","HVAEP1-G016143","Cnidaria + Bilateria"
"N5","HVAEP1-G008281","Cnidaria + Bilateria"
"N5","HVAEP1-G028083","Cnidaria + Bilateria"
"N5","HVAEP1-G010181","Cnidaria + Bilateria"
"N5","HVAEP1-G016275","Cnidaria + Bilateria"
"N5","HVAEP1-G028437","Cnidaria + Bilateria"
"N5","HVAEP1-G014548","Cnidaria + Bilateria"
"N5","HVAEP1-G022057","Cnidaria + Bilateria"
"N5","HVAEP1-G011906","Cnidaria + Bilateria"
"N5","HVAEP1-G018297","Cnidaria + Bilateria"
"N5","HVAEP1-G019052","Cnidaria + Bilateria"
"N5","HVAEP1-G016223","Cnidaria + Bilateria"
"N5","HVAEP1-G016230","Cnidaria + Bilateria"
"N5","HVAEP1-G022606","Cnidaria + Bilateria"
"N5","HVAEP1-G018525","Cnidaria + Bilateria"
"N5","HVAEP1-G022032","Cnidaria + Bilateria"
"N5","HVAEP1-G004712","Cnidaria + Bilateria"
"N5","HVAEP1-G004684","Cnidaria + Bilateria"
"N5","HVAEP1-G004685","Cnidaria + Bilateria"
"N5","HVAEP1-G004711","Cnidaria + Bilateria"
"N5","HVAEP1-G019885","Cnidaria + Bilateria"
"N5","HVAEP1-G004742","Cnidaria + Bilateria"
"N5","HVAEP1-G017011","Cnidaria + Bilateria"
"N5","HVAEP1-G009288","Cnidaria + Bilateria"
"N5","HVAEP1-G018164","Cnidaria + Bilateria"
"N5","HVAEP1-G009717","Cnidaria + Bilateria"
"N5","HVAEP1-G018163","Cnidaria + Bilateria"
"N5","HVAEP1-G024510","Cnidaria + Bilateria"
"N5","HVAEP1-G022802","Cnidaria + Bilateria"
"N5","HVAEP1-G023185","Cnidaria + Bilateria"
"N5","HVAEP1-G006649","Cnidaria + Bilateria"
"N5","HVAEP1-G006664","Cnidaria + Bilateria"
"N5","HVAEP1-G006662","Cnidaria + Bilateria"
"N5","HVAEP1-G006659","Cnidaria + Bilateria"
"N5","HVAEP1-G021850","Cnidaria + Bilateria"
"N5","HVAEP1-G006522","Cnidaria + Bilateria"
"N5","HVAEP1-G006514","Cnidaria + Bilateria"
"N5","HVAEP1-G005247","Cnidaria + Bilateria"
"N5","HVAEP1-G005481","Cnidaria + Bilateria"
"N5","HVAEP1-G016756","Cnidaria + Bilateria"
"N5","HVAEP1-G016755","Cnidaria + Bilateria"
"N5","HVAEP1-G006918","Cnidaria + Bilateria"
"N5","HVAEP1-G013829","Cnidaria + Bilateria"
"N5","HVAEP1-G002769","Cnidaria + Bilateria"
"N5","HVAEP1-G027069","Cnidaria + Bilateria"
"N5","HVAEP1-G024890","Cnidaria + Bilateria"
"N5","HVAEP1-G009918","Cnidaria + Bilateria"
"N5","HVAEP1-G002889","Cnidaria + Bilateria"
"N5","HVAEP1-G012310","Cnidaria + Bilateria"
"N5","HVAEP1-G008173","Cnidaria + Bilateria"
"N5","HVAEP1-G005747","Cnidaria + Bilateria"
"N5","HVAEP1-G015292","Cnidaria + Bilateria"
"N5","HVAEP1-G011971","Cnidaria + Bilateria"
"N5","HVAEP1-G002999","Cnidaria + Bilateria"
"N5","HVAEP1-G003003","Cnidaria + Bilateria"
"N5","HVAEP1-G019851","Cnidaria + Bilateria"
"N5","HVAEP1-G018511","Cnidaria + Bilateria"
"N5","HVAEP1-G000937","Cnidaria + Bilateria"
"N5","HVAEP1-G000804","Cnidaria + Bilateria"
"N5","HVAEP1-G001043","Cnidaria + Bilateria"
"N5","HVAEP1-G000876","Cnidaria + Bilateria"
"N5","HVAEP1-G000859","Cnidaria + Bilateria"
"N5","HVAEP1-G000805","Cnidaria + Bilateria"
"N5","HVAEP1-G000936","Cnidaria + Bilateria"
"N5","HVAEP1-G000901","Cnidaria + Bilateria"
"N5","HVAEP1-G000907","Cnidaria + Bilateria"
"N5","HVAEP1-G000902","Cnidaria + Bilateria"
"N5","HVAEP1-G000920","Cnidaria + Bilateria"
"N5","HVAEP1-G000938","Cnidaria + Bilateria"
"N5","HVAEP1-G014907","Cnidaria + Bilateria"
"N5","HVAEP1-G014906","Cnidaria + Bilateria"
"N5","HVAEP1-G014905","Cnidaria + Bilateria"
"N5","HVAEP1-G014881","Cnidaria + Bilateria"
"N5","HVAEP1-G014882","Cnidaria + Bilateria"
"N5","HVAEP1-G015082","Cnidaria + Bilateria"
"N5","HVAEP1-G001045","Cnidaria + Bilateria"
"N5","HVAEP1-G001042","Cnidaria + Bilateria"
"N5","HVAEP1-G001046","Cnidaria + Bilateria"
"N5","HVAEP1-G001041","Cnidaria + Bilateria"
"N5","HVAEP1-G001167","Cnidaria + Bilateria"
"N5","HVAEP1-G001102","Cnidaria + Bilateria"
"N5","HVAEP1-G001103","Cnidaria + Bilateria"
"N5","HVAEP1-G001389","Cnidaria + Bilateria"
"N5","HVAEP1-G001400","Cnidaria + Bilateria"
"N5","HVAEP1-G001391","Cnidaria + Bilateria"
"N5","HVAEP1-G001388","Cnidaria + Bilateria"
"N5","HVAEP1-G001403","Cnidaria + Bilateria"
"N5","HVAEP1-G001399","Cnidaria + Bilateria"
"N5","HVAEP1-G001398","Cnidaria + Bilateria"
"N5","HVAEP1-G001397","Cnidaria + Bilateria"
"N5","HVAEP1-G001396","Cnidaria + Bilateria"
"N5","HVAEP1-G001307","Cnidaria + Bilateria"
"N5","HVAEP1-G024452","Cnidaria + Bilateria"
"N5","HVAEP1-G024461","Cnidaria + Bilateria"
"N5","HVAEP1-G024451","Cnidaria + Bilateria"
"N5","HVAEP1-G001309","Cnidaria + Bilateria"
"N5","HVAEP1-G004551","Cnidaria + Bilateria"
"N5","HVAEP1-G004471","Cnidaria + Bilateria"
"N5","HVAEP1-G004470","Cnidaria + Bilateria"
"N5","HVAEP1-G004464","Cnidaria + Bilateria"
"N5","HVAEP1-G012278","Cnidaria + Bilateria"
"N5","HVAEP1-G015361","Cnidaria + Bilateria"
"N5","HVAEP1-G015358","Cnidaria + Bilateria"
"N5","HVAEP1-G024614","Cnidaria + Bilateria"
"N5","HVAEP1-G015696","Cnidaria + Bilateria"
"N5","HVAEP1-G019687","Cnidaria + Bilateria"
"N5","HVAEP1-G020790","Cnidaria + Bilateria"
"N5","HVAEP1-G019688","Cnidaria + Bilateria"
"N5","HVAEP1-G019695","Cnidaria + Bilateria"
"N5","HVAEP1-G019693","Cnidaria + Bilateria"
"N5","HVAEP1-G020545","Cnidaria + Bilateria"
"N5","HVAEP1-G020544","Cnidaria + Bilateria"
"N5","HVAEP1-G020566","Cnidaria + Bilateria"
"N5","HVAEP1-G020565","Cnidaria + Bilateria"
"N5","HVAEP1-G019717","Cnidaria + Bilateria"
"N5","HVAEP1-G019685","Cnidaria + Bilateria"
"N5","HVAEP1-G019684","Cnidaria + Bilateria"
"N5","HVAEP1-G005620","Cnidaria + Bilateria"
"N5","HVAEP1-G005621","Cnidaria + Bilateria"
"N5","HVAEP1-G007009","Cnidaria + Bilateria"
"N5","HVAEP1-G019710","Cnidaria + Bilateria"
"N5","HVAEP1-G019887","Cnidaria + Bilateria"
"N5","HVAEP1-G019690","Cnidaria + Bilateria"
"N5","HVAEP1-G017240","Cnidaria + Bilateria"
"N5","HVAEP1-G015498","Cnidaria + Bilateria"
"N5","HVAEP1-G015506","Cnidaria + Bilateria"
"N5","HVAEP1-G015478","Cnidaria + Bilateria"
"N5","HVAEP1-G017236","Cnidaria + Bilateria"
"N5","HVAEP1-G024201","Cnidaria + Bilateria"
"N5","HVAEP1-G011395","Cnidaria + Bilateria"
"N5","HVAEP1-G002874","Cnidaria + Bilateria"
"N5","HVAEP1-G002875","Cnidaria + Bilateria"
"N5","HVAEP1-G000518","Cnidaria + Bilateria"
"N5","HVAEP1-G018783","Cnidaria + Bilateria"
"N5","HVAEP1-G018786","Cnidaria + Bilateria"
"N5","HVAEP1-G018820","Cnidaria + Bilateria"
"N5","HVAEP1-G018756","Cnidaria + Bilateria"
"N5","HVAEP1-G018740","Cnidaria + Bilateria"
"N5","HVAEP1-G018750","Cnidaria + Bilateria"
"N5","HVAEP1-G018736","Cnidaria + Bilateria"
"N5","HVAEP1-G018745","Cnidaria + Bilateria"
"N5","HVAEP1-G018766","Cnidaria + Bilateria"
"N5","HVAEP1-G018763","Cnidaria + Bilateria"
"N5","HVAEP1-G018751","Cnidaria + Bilateria"
"N5","HVAEP1-G018767","Cnidaria + Bilateria"
"N5","HVAEP1-G028102","Cnidaria + Bilateria"
"N5","HVAEP1-G028107","Cnidaria + Bilateria"
"N5","HVAEP1-G001345","Cnidaria + Bilateria"
"N5","HVAEP1-G001346","Cnidaria + Bilateria"
"N5","HVAEP1-G026121","Cnidaria + Bilateria"
"N5","HVAEP1-G026124","Cnidaria + Bilateria"
"N5","HVAEP1-G026115","Cnidaria + Bilateria"
"N5","HVAEP1-G026133","Cnidaria + Bilateria"
"N5","HVAEP1-G026131","Cnidaria + Bilateria"
"N5","HVAEP1-G026128","Cnidaria + Bilateria"
"N5","HVAEP1-G026119","Cnidaria + Bilateria"
"N5","HVAEP1-G026090","Cnidaria + Bilateria"
"N5","HVAEP1-G027751","Cnidaria + Bilateria"
"N5","HVAEP1-G027761","Cnidaria + Bilateria"
"N5","HVAEP1-G010152","Cnidaria + Bilateria"
"N5","HVAEP1-G014940","Cnidaria + Bilateria"
"N5","HVAEP1-G020388","Cnidaria + Bilateria"
"N5","HVAEP1-G020382","Cnidaria + Bilateria"
"N5","HVAEP1-G024122","Cnidaria + Bilateria"
"N5","HVAEP1-G022857","Cnidaria + Bilateria"
"N5","HVAEP1-G014529","Cnidaria + Bilateria"
"N5","HVAEP1-G020214","Cnidaria + Bilateria"
"N5","HVAEP1-G021747","Cnidaria + Bilateria"
"N5","HVAEP1-G014695","Cnidaria + Bilateria"
"N5","HVAEP1-G021767","Cnidaria + Bilateria"
"N5","HVAEP1-G012676","Cnidaria + Bilateria"
"N5","HVAEP1-G027475","Cnidaria + Bilateria"
"N5","HVAEP1-G010356","Cnidaria + Bilateria"
"N5","HVAEP1-G007892","Cnidaria + Bilateria"
"N5","HVAEP1-G010355","Cnidaria + Bilateria"
"N5","HVAEP1-G015258","Cnidaria + Bilateria"
"N5","HVAEP1-G007893","Cnidaria + Bilateria"
"N5","HVAEP1-G027387","Cnidaria + Bilateria"
"N5","HVAEP1-G015259","Cnidaria + Bilateria"
"N5","HVAEP1-G016822","Cnidaria + Bilateria"
"N5","HVAEP1-G002094","Cnidaria + Bilateria"
"N5","HVAEP1-G026292","Cnidaria + Bilateria"
"N5","HVAEP1-G001973","Cnidaria + Bilateria"
"N5","HVAEP1-G022556","Cnidaria + Bilateria"
"N5","HVAEP1-G002825","Cnidaria + Bilateria"
"N5","HVAEP1-G026084","Cnidaria + Bilateria"
"N5","HVAEP1-G026247","Cnidaria + Bilateria"
"N5","HVAEP1-G016346","Cnidaria + Bilateria"
"N5","HVAEP1-G022104","Cnidaria + Bilateria"
"N5","HVAEP1-G022902","Cnidaria + Bilateria"
"N5","HVAEP1-G020048","Cnidaria + Bilateria"
"N5","HVAEP1-G007838","Cnidaria + Bilateria"
"N5","HVAEP1-G003420","Cnidaria + Bilateria"
"N5","HVAEP1-G025582","Cnidaria + Bilateria"
"N5","HVAEP1-G003407","Cnidaria + Bilateria"
"N5","HVAEP1-G003409","Cnidaria + Bilateria"
"N5","HVAEP1-G003417","Cnidaria + Bilateria"
"N5","HVAEP1-G003418","Cnidaria + Bilateria"
"N5","HVAEP1-G003421","Cnidaria + Bilateria"
"N5","HVAEP1-G022769","Cnidaria + Bilateria"
"N5","HVAEP1-G004506","Cnidaria + Bilateria"
"N5","HVAEP1-G004507","Cnidaria + Bilateria"
"N5","HVAEP1-G022121","Cnidaria + Bilateria"
"N5","HVAEP1-G026514","Cnidaria + Bilateria"
"N5","HVAEP1-G022111","Cnidaria + Bilateria"
"N5","HVAEP1-G022113","Cnidaria + Bilateria"
"N5","HVAEP1-G002986","Cnidaria + Bilateria"
"N5","HVAEP1-G002983","Cnidaria + Bilateria"
"N5","HVAEP1-G015126","Cnidaria + Bilateria"
"N5","HVAEP1-G017119","Cnidaria + Bilateria"
"N5","HVAEP1-G015102","Cnidaria + Bilateria"
"N5","HVAEP1-G008177","Cnidaria + Bilateria"
"N5","HVAEP1-G006987","Cnidaria + Bilateria"
"N5","HVAEP1-G011715","Cnidaria + Bilateria"
"N5","HVAEP1-G017006","Cnidaria + Bilateria"
"N5","HVAEP1-G024023","Cnidaria + Bilateria"
"N5","HVAEP1-G011748","Cnidaria + Bilateria"
"N5","HVAEP1-G010437","Cnidaria + Bilateria"
"N5","HVAEP1-G015848","Cnidaria + Bilateria"
"N5","HVAEP1-G013396","Cnidaria + Bilateria"
"N5","HVAEP1-G014431","Cnidaria + Bilateria"
"N5","HVAEP1-G013402","Cnidaria + Bilateria"
"N5","HVAEP1-G023628","Cnidaria + Bilateria"
"N5","HVAEP1-G006067","Cnidaria + Bilateria"
"N5","HVAEP1-G016487","Cnidaria + Bilateria"
"N5","HVAEP1-G016488","Cnidaria + Bilateria"
"N5","HVAEP1-G016994","Cnidaria + Bilateria"
"N5","HVAEP1-G000669","Cnidaria + Bilateria"
"N5","HVAEP1-G018393","Cnidaria + Bilateria"
"N5","HVAEP1-G013491","Cnidaria + Bilateria"
"N5","HVAEP1-G006063","Cnidaria + Bilateria"
"N5","HVAEP1-G006068","Cnidaria + Bilateria"
"N5","HVAEP1-G006069","Cnidaria + Bilateria"
"N5","HVAEP1-G022654","Cnidaria + Bilateria"
"N5","HVAEP1-G006064","Cnidaria + Bilateria"
"N5","HVAEP1-G009220","Cnidaria + Bilateria"
"N5","HVAEP1-G019986","Cnidaria + Bilateria"
"N5","HVAEP1-G017000","Cnidaria + Bilateria"
"N5","HVAEP1-G011392","Cnidaria + Bilateria"
"N5","HVAEP1-G016999","Cnidaria + Bilateria"
"N5","HVAEP1-G012296","Cnidaria + Bilateria"
"N5","HVAEP1-G011246","Cnidaria + Bilateria"
"N5","HVAEP1-G025864","Cnidaria + Bilateria"
"N5","HVAEP1-G026257","Cnidaria + Bilateria"
"N5","HVAEP1-G026258","Cnidaria + Bilateria"
"N5","HVAEP1-G026248","Cnidaria + Bilateria"
"N5","HVAEP1-G026246","Cnidaria + Bilateria"
"N5","HVAEP1-G011854","Cnidaria + Bilateria"
"N5","HVAEP1-G011860","Cnidaria + Bilateria"
"N5","HVAEP1-G010718","Cnidaria + Bilateria"
"N5","HVAEP1-G010720","Cnidaria + Bilateria"
"N5","HVAEP1-G013595","Cnidaria + Bilateria"
"N5","HVAEP1-G010716","Cnidaria + Bilateria"
"N5","HVAEP1-G010706","Cnidaria + Bilateria"
"N5","HVAEP1-G010660","Cnidaria + Bilateria"
"N5","HVAEP1-G010719","Cnidaria + Bilateria"
"N5","HVAEP1-G027070","Cnidaria + Bilateria"
"N5","HVAEP1-G010511","Cnidaria + Bilateria"
"N5","HVAEP1-G011671","Cnidaria + Bilateria"
"N5","HVAEP1-G020289","Cnidaria + Bilateria"
"N5","HVAEP1-G017193","Cnidaria + Bilateria"
"N5","HVAEP1-G006364","Cnidaria + Bilateria"
"N5","HVAEP1-G007834","Cnidaria + Bilateria"
"N5","HVAEP1-G021998","Cnidaria + Bilateria"
"N5","HVAEP1-G000997","Cnidaria + Bilateria"
"N5","HVAEP1-G002851","Cnidaria + Bilateria"
"N5","HVAEP1-G014756","Cnidaria + Bilateria"
"N5","HVAEP1-G027910","Cnidaria + Bilateria"
"N5","HVAEP1-G026393","Cnidaria + Bilateria"
"N5","HVAEP1-G000080","Cnidaria + Bilateria"
"N5","HVAEP1-G010249","Cnidaria + Bilateria"
"N5","HVAEP1-G000079","Cnidaria + Bilateria"
"N5","HVAEP1-G026712","Cnidaria + Bilateria"
"N5","HVAEP1-G018103","Cnidaria + Bilateria"
"N5","HVAEP1-G018463","Cnidaria + Bilateria"
"N5","HVAEP1-G026711","Cnidaria + Bilateria"
"N5","HVAEP1-G018464","Cnidaria + Bilateria"
"N5","HVAEP1-G011490","Cnidaria + Bilateria"
"N5","HVAEP1-G021421","Cnidaria + Bilateria"
"N5","HVAEP1-G002699","Cnidaria + Bilateria"
"N5","HVAEP1-G011866","Cnidaria + Bilateria"
"N5","HVAEP1-G009787","Cnidaria + Bilateria"
"N5","HVAEP1-G013253","Cnidaria + Bilateria"
"N5","HVAEP1-G002700","Cnidaria + Bilateria"
"N5","HVAEP1-G001199","Cnidaria + Bilateria"
"N5","HVAEP1-G023109","Cnidaria + Bilateria"
"N5","HVAEP1-G024669","Cnidaria + Bilateria"
"N5","HVAEP1-G004207","Cnidaria + Bilateria"
"N5","HVAEP1-G004205","Cnidaria + Bilateria"
"N5","HVAEP1-G004206","Cnidaria + Bilateria"
"N5","HVAEP1-G022176","Cnidaria + Bilateria"
"N5","HVAEP1-G000024","Cnidaria + Bilateria"
"N5","HVAEP1-G007298","Cnidaria + Bilateria"
"N5","HVAEP1-G007303","Cnidaria + Bilateria"
"N5","HVAEP1-G018676","Cnidaria + Bilateria"
"N5","HVAEP1-G018675","Cnidaria + Bilateria"
"N5","HVAEP1-G006154","Cnidaria + Bilateria"
"N5","HVAEP1-G020141","Cnidaria + Bilateria"
"N5","HVAEP1-G016772","Cnidaria + Bilateria"
"N5","HVAEP1-G000621","Cnidaria + Bilateria"
"N5","HVAEP1-G019633","Cnidaria + Bilateria"
"N5","HVAEP1-G019634","Cnidaria + Bilateria"
"N5","HVAEP1-G000088","Cnidaria + Bilateria"
"N5","HVAEP1-G000038","Cnidaria + Bilateria"
"N5","HVAEP1-G015143","Cnidaria + Bilateria"
"N5","HVAEP1-G000039","Cnidaria + Bilateria"
"N5","HVAEP1-G004779","Cnidaria + Bilateria"
"N5","HVAEP1-G010961","Cnidaria + Bilateria"
"N5","HVAEP1-G010957","Cnidaria + Bilateria"
"N5","HVAEP1-G028073","Cnidaria + Bilateria"
"N5","HVAEP1-G017854","Cnidaria + Bilateria"
"N5","HVAEP1-G013722","Cnidaria + Bilateria"
"N5","HVAEP1-G026798","Cnidaria + Bilateria"
"N5","HVAEP1-G026797","Cnidaria + Bilateria"
"N5","HVAEP1-G009232","Cnidaria + Bilateria"
"N5","HVAEP1-G008080","Cnidaria + Bilateria"
"N5","HVAEP1-G008079","Cnidaria + Bilateria"
"N5","HVAEP1-G016489","Cnidaria + Bilateria"
"N5","HVAEP1-G003128","Cnidaria + Bilateria"
"N5","HVAEP1-G008081","Cnidaria + Bilateria"
"N5","HVAEP1-G017853","Cnidaria + Bilateria"
"N5","HVAEP1-G010958","Cnidaria + Bilateria"
"N5","HVAEP1-G010960","Cnidaria + Bilateria"
"N5","HVAEP1-G017855","Cnidaria + Bilateria"
"N5","HVAEP1-G025846","Cnidaria + Bilateria"
"N5","HVAEP1-G015654","Cnidaria + Bilateria"
"N5","HVAEP1-G024383","Cnidaria + Bilateria"
"N5","HVAEP1-G024384","Cnidaria + Bilateria"
"N5","HVAEP1-G015070","Cnidaria + Bilateria"
"N5","HVAEP1-G025652","Cnidaria + Bilateria"
"N5","HVAEP1-G000339","Cnidaria + Bilateria"
"N5","HVAEP1-G002710","Cnidaria + Bilateria"
"N5","HVAEP1-G026777","Cnidaria + Bilateria"
"N5","HVAEP1-G002920","Cnidaria + Bilateria"
"N5","HVAEP1-G007909","Cnidaria + Bilateria"
"N5","HVAEP1-G025978","Cnidaria + Bilateria"
"N5","HVAEP1-G002772","Cnidaria + Bilateria"
"N5","HVAEP1-G002930","Cnidaria + Bilateria"
"N5","HVAEP1-G001279","Cnidaria + Bilateria"
"N5","HVAEP1-G001275","Cnidaria + Bilateria"
"N5","HVAEP1-G002773","Cnidaria + Bilateria"
"N5","HVAEP1-G016485","Cnidaria + Bilateria"
"N5","HVAEP1-G025822","Cnidaria + Bilateria"
"N5","HVAEP1-G008710","Cnidaria + Bilateria"
"N5","HVAEP1-G009300","Cnidaria + Bilateria"
"N5","HVAEP1-G017973","Cnidaria + Bilateria"
"N5","HVAEP1-G018941","Cnidaria + Bilateria"
"N5","HVAEP1-G020616","Cnidaria + Bilateria"
"N5","HVAEP1-G028026","Cnidaria + Bilateria"
"N5","HVAEP1-G023360","Cnidaria + Bilateria"
"N5","HVAEP1-G010657","Cnidaria + Bilateria"
"N5","HVAEP1-G013540","Cnidaria + Bilateria"
"N5","HVAEP1-G003044","Cnidaria + Bilateria"
"N5","HVAEP1-G000625","Cnidaria + Bilateria"
"N5","HVAEP1-G000211","Cnidaria + Bilateria"
"N5","HVAEP1-G006862","Cnidaria + Bilateria"
"N5","HVAEP1-G002095","Cnidaria + Bilateria"
"N5","HVAEP1-G002096","Cnidaria + Bilateria"
"N5","HVAEP1-G015841","Cnidaria + Bilateria"
"N5","HVAEP1-G028306","Cnidaria + Bilateria"
"N5","HVAEP1-G013541","Cnidaria + Bilateria"
"N5","HVAEP1-G028027","Cnidaria + Bilateria"
"N5","HVAEP1-G000212","Cnidaria + Bilateria"
"N5","HVAEP1-G003045","Cnidaria + Bilateria"
"N5","HVAEP1-G002093","Cnidaria + Bilateria"
"N5","HVAEP1-G006861","Cnidaria + Bilateria"
"N5","HVAEP1-G013542","Cnidaria + Bilateria"
"N5","HVAEP1-G003351","Cnidaria + Bilateria"
"N5","HVAEP1-G010289","Cnidaria + Bilateria"
"N5","HVAEP1-G000666","Cnidaria + Bilateria"
